id,dep_stn,arr_stn,ac_code,dep_date,arr_date,weather,hobbs_meter,year_man,dep_country,arr_country,delay
TU 0789 ,BRU,TUN,TU 31BIMQ,2016-01-23 11:35:00,2016-01-23 14.15.00,foggy,7582,2003-02,Belgium,Tunisia,24.0
TU 6497 ,HAM,DJE,TU 32AIMP,2016-01-23 11:40:00,2016-01-23 14.55.00,stormy,7307,2007-05,Germany,Tunisia,43.0
TU 0603 ,TUN,DJE,TU 736IOQ,2016-01-23 13:25:00,2016-01-23 14.20.00,cloudy,5882,2010-01,Tunisia,Tunisia,14.0
TU 0338 ,TUN,ALG,TU 320IMU,2016-01-23 14:30:00,2016-01-23 15.50.00,foggy,6117,2011-03,Tunisia,Algeria,20.0
TU 0283 ,TLS,TUN,TU 320IMT,2016-01-23 16:25:00,2016-01-23 18.15.00,windy,8941,2010-01,France,Tunisia,7.0
TU 0339 ,ALG,TUN,TU 320IMU,2016-01-23 17:00:00,2016-01-23 18.10.00,foggy,6117,2011-03,Algeria,Tunisia,15.0
TU 0751 ,LYS,TUN,TU 31BIMQ,2016-01-24 10:50:00,2016-01-24 12.45.00,sunny,7582,2003-02,France,Tunisia,20.0
TU 0789 ,BRU,TUN,TU 32AIMI,2016-01-24 11:35:00,2016-01-24 14.15.00,cloudy,4533,2009-04,Belgium,Tunisia,34.0
TU 0472 ,TUN,VCE,TU 320IMS,2016-01-24 13:00:00,2016-01-24 14.40.00,cloudy,8987,2003-02,Tunisia,Italy,10.0
TU 0719 ,ORY,TUN,TU 332IFM,2016-01-24 13:25:00,2016-01-24 15.50.00,sunny,4076,2000-05,France,Tunisia,29.0
TU 0282 ,TUN,TLS,TU 736IOK,2016-01-24 13:40:00,2016-01-24 15.35.00,rainy,6099,2003-02,Tunisia,France,25.0
TU 0395 ,TUN,BKO,TU 31BIMQ,2016-01-24 19:40:00,2016-01-25 00.25.00,foggy,7582,2003-02,Tunisia,Mali,30.0
TU 0217 ,IST,TUN,TU 320IMW,2016-01-24 20:10:00,2016-01-24 23.00.00,cloudy,4086,2004-08,Turkey,Tunisia,20.0
TU 0744 ,TUN,FRA,TU 736IOL,2016-01-25 07:05:00,2016-01-25 09.40.00,foggy,8499,2003-02,Tunisia,Germany,35.0
TU 0996 ,TUN,NCE,TU 32AIMI,2016-01-25 07:45:00,2016-01-25 09.15.00,sunny,4533,2009-04,Tunisia,France,18.0
TU 0462 ,TUN,LYS,TU 31AIMK,2016-01-25 08:25:00,2016-01-25 10.15.00,sunny,8748,2011-03,Tunisia,France,17.0
TU 0712 ,CMN,TUN,TU 320IMT,2016-01-25 10:30:00,2016-01-25 12.55.00,rainy,8941,2010-01,Morocco,Tunisia,5.0
TU 0375 ,ALG,TUN,TU 320IMS,2016-01-25 10:45:00,2016-01-25 11.55.00,sunny,8987,2003-02,Algeria,Tunisia,15.0
TU 0463 ,LYS,TUN,TU 31AIMK,2016-01-25 11:05:00,2016-01-25 12.55.00,cloudy,8748,2011-03,France,Tunisia,26.0
TU 0246 ,TUN,SXB,TU 32AIMC,2016-01-25 12:20:00,2016-01-25 14.40.00,stormy,6973,2003-02,Tunisia,France,7.0
TU 0701 ,GVA,TUN,TU 32AIMF,2016-01-26 14:30:00,2016-01-26 16.25.00,windy,4501,2003-02,Switzerland,Tunisia,9.0
TU 0282 ,TUN,TLS,TU 736IOP,2016-01-27 08:15:00,2016-01-27 10.10.00,rainy,7254,2004-08,Tunisia,France,7.0
TU 0635 ,ORY,DJE,TU 31AIMJ,2016-01-27 09:50:00,2016-01-27 12.35.00,sunny,3329,2004-08,France,Tunisia,18.0
TU 0283 ,TLS,TUN,TU 736IOP,2016-01-27 10:55:00,2016-01-27 12.50.00,stormy,7254,2004-08,France,Tunisia,5.0
TU 0718 ,TUN,ORY,TU 332IFN,2016-01-27 12:20:00,2016-01-27 14.40.00,foggy,6374,2009-04,Tunisia,France,31.0
TU 0642 ,TUN,VIE,TU 32AIMF,2016-01-28 10:00:00,2016-01-28 12.20.00,sunny,4501,2003-02,Tunisia,Austria,22.0
TU 0745 ,FRA,TUN,TU 736IOK,2016-01-28 10:30:00,2016-01-28 12.55.00,rainy,6099,2003-02,Germany,Tunisia,9.0
TU 0250 ,MIR,NCE,TU 31AIMK,2016-01-28 14:45:00,2016-01-28 16.20.00,cloudy,8748,2011-03,Tunisia,France,5.0
TU 0635 ,MIR,DJE,TU 31AIMJ,2016-01-28 15:05:00,2016-01-28 15.45.00,sunny,3329,2004-08,Tunisia,Tunisia,10.0
TU 0216 ,TUN,IST,TU 32AIMN,2016-01-28 16:00:00,2016-01-28 18.35.00,rainy,7003,2007-05,Tunisia,Turkey,10.0
TU 0431 ,LYS,DJE,TU 736IOP,2016-01-28 17:15:00,2016-01-28 19.35.00,windy,7254,2004-08,France,Tunisia,6.0
TU 0395 ,TUN,BKO,TU 31BIMQ,2016-01-28 19:40:00,2016-01-29 00.25.00,rainy,7582,2003-02,Tunisia,Mali,27.0
TU 0711 ,TUN,CMN,TU 320IMV,2016-01-29 06:55:00,2016-01-29 09.40.00,foggy,4301,2004-08,Tunisia,Morocco,32.0
TU 0283 ,TLS,TUN,TU 736IOK,2016-01-29 10:15:00,2016-01-29 12.10.00,stormy,6099,2003-02,France,Tunisia,7.0
TU 0745 ,FRA,TUN,TU 32AIMP,2016-01-29 10:30:00,2016-01-29 12.55.00,cloudy,7307,2007-05,Germany,Tunisia,16.0
TU 0338 ,TUN,ALG,TU 320IMR,2016-01-29 14:30:00,2016-01-29 15.50.00,stormy,5351,2003-02,Tunisia,Algeria,29.0
TU 0543 ,MUC,TUN,TU 736IOK,2016-01-29 15:55:00,2016-01-29 18.05.00,cloudy,6099,2003-02,Germany,Tunisia,7.0
TU 0555 ,TUN,DJE,TU 736IOP,2016-01-29 16:20:00,2016-01-29 17.15.00,windy,7254,2004-08,Tunisia,Tunisia,43.0
TU 0339 ,ALG,TUN,TU 320IMR,2016-01-29 17:00:00,2016-01-29 18.10.00,cloudy,5351,2003-02,Algeria,Tunisia,5.0
TU 0711 ,TUN,CMN,TU 320IMT,2016-01-30 06:55:00,2016-01-30 09.40.00,windy,8941,2010-01,Tunisia,Morocco,10.0
TU 0788 ,TUN,BRU,TU 32AIML,2016-01-30 08:00:00,2016-01-30 10.35.00,foggy,6767,2010-01,Tunisia,Belgium,12.0
TU 0374 ,TUN,ALG,TU 320IMV,2016-01-30 08:15:00,2016-01-30 09.35.00,foggy,4301,2004-08,Tunisia,Algeria,23.0
TU 6497 ,HAM,DJE,TU 32AIMN,2016-01-30 11:40:00,2016-01-30 14.55.00,cloudy,7003,2007-05,Germany,Tunisia,7.0
TU 0790 ,TUN,LHR,TU 320IMR,2016-01-30 12:45:00,2016-01-30 15.50.00,rainy,5351,2003-02,Tunisia,United Kingdom,13.0
TU 0902 ,TUN,MRS,TU 32AIMF,2016-01-30 13:15:00,2016-01-30 14.55.00,windy,4501,2003-02,Tunisia,France,31.0
TU 0603 ,TUN,DJE,TU 736IOK,2016-01-30 13:25:00,2016-01-30 14.20.00,windy,6099,2003-02,Tunisia,Tunisia,40.0
TU 0714 ,JED,TUN,TU 320IMT,2016-01-31 00:55:00,2016-01-31 05.30.00,windy,8941,2010-01,Saudi Arabia,Tunisia,8.0
TU 0788 ,TUN,BRU,TU 32AIMN,2016-01-31 08:00:00,2016-01-31 10.35.00,sunny,7003,2007-05,Tunisia,Belgium,9.0
TU 0725 ,ORY,TUN,TU 32AIMP,2016-01-31 08:00:00,2016-01-31 10.25.00,foggy,7307,2007-05,France,Tunisia,14.0
TU 0751 ,LYS,TUN,TU 31BIMQ,2016-01-31 10:50:00,2016-01-31 12.45.00,sunny,7582,2003-02,France,Tunisia,5.0
TU 0848 ,BEY,TUN,TU 320IMW,2016-01-31 11:35:00,2016-01-31 15.05.00,cloudy,4086,2004-08,Lebanon,Tunisia,5.0
TU 0634 ,DJE,ORY,TU 736IOP,2016-01-31 13:35:00,2016-01-31 16.15.00,stormy,7254,2004-08,Tunisia,France,17.0
TU 0723 ,ORY,TUN,TU 32AIMP,2016-01-31 15:20:00,2016-01-31 17.45.00,cloudy,7307,2007-05,France,Tunisia,39.0
TU 0397 ,TUN,OUA,TU 320IMS,2016-01-31 18:30:00,2016-01-31 22.50.00,rainy,8987,2003-02,Tunisia,Burkina Faso,20.0
TU 0462 ,MIR,LYS,TU 736IOQ,2016-02-01 07:00:00,2016-02-01 09.05.00,sunny,5882,2010-01,Tunisia,France,15.0
TU 0700 ,TUN,GVA,TU 320IMV,2016-02-01 07:20:00,2016-02-01 09.15.00,stormy,4301,2004-08,Tunisia,Switzerland,5.0
TU 0515 ,BCN,TUN,TU 32AIMI,2016-02-01 09:50:00,2016-02-01 11.25.00,windy,4533,2009-04,Spain,Tunisia,25.0
TU 0527 ,DUS,TUN,TU 736IOP,2016-02-01 11:55:00,2016-02-01 14.35.00,foggy,7254,2004-08,Germany,Tunisia,15.0
TU 0756 ,TUN,MXP,TU 32AIMC,2016-02-01 12:30:00,2016-02-01 14.15.00,cloudy,6973,2003-02,Tunisia,Italy,26.0
TU 0318 ,TUN,LIS,TU 736IOR,2016-02-01 13:35:00,2016-02-01 16.30.00,sunny,5040,2010-01,Tunisia,Portugal,12.0
TU 0719 ,ORY,TUN,TU 320IMT,2016-02-02 14:55:00,2016-02-02 17.20.00,rainy,8941,2010-01,France,Tunisia,6.0
TU 0216 ,TUN,IST,TU 32AIMN,2016-02-02 16:00:00,2016-02-02 18.35.00,sunny,7003,2007-05,Tunisia,Turkey,11.0
TU 0724 ,TUN,ORY,TU 32AIML,2016-02-02 18:30:00,2016-02-02 20.50.00,foggy,6767,2010-01,Tunisia,France,16.0
TU 0725 ,ORY,TUN,TU 32AIMF,2016-02-03 08:00:00,2016-02-03 10.25.00,stormy,4501,2003-02,France,Tunisia,47.0
TU 0788 ,TUN,BRU,TU 320IMV,2016-02-03 08:00:00,2016-02-03 10.35.00,stormy,4301,2004-08,Tunisia,Belgium,15.0
TU 0997 ,NCE,TUN,TU 32AIMC,2016-02-03 10:15:00,2016-02-03 11.50.00,rainy,6973,2003-02,France,Tunisia,14.0
TU 0931 ,MRS,TUN,TU 32AIMN,2016-02-03 10:20:00,2016-02-03 11.55.00,cloudy,7003,2007-05,France,Tunisia,36.0
TU 0543 ,MUC,TUN,TU 736IOK,2016-02-03 10:50:00,2016-02-03 13.00.00,rainy,6099,2003-02,Germany,Tunisia,6.0
TU 0338 ,TUN,ALG,TU 320IMW,2016-02-03 14:30:00,2016-02-03 15.50.00,cloudy,4086,2004-08,Tunisia,Algeria,10.0
TU 0711 ,TUN,CMN,TU 32AIMF,2016-02-04 06:55:00,2016-02-04 09.40.00,cloudy,4501,2003-02,Tunisia,Morocco,35.0
TU 7724 ,MRS,ORY,TU 320IMV,2016-02-04 07:00:00,2016-02-04 08.10.00,foggy,4301,2004-08,France,France,39.0
TU 0431 ,LYS,MIR,TU 32AIMH,2016-02-04 11:20:00,2016-02-04 13.25.00,sunny,7437,2011-03,France,Tunisia,38.0
TU 0208 ,TUN,NTE,TU 736IOR,2016-02-04 12:50:00,2016-02-04 15.15.00,windy,5040,2010-01,Tunisia,France,7.0
TU 0642 ,TUN,VIE,TU 736IOP,2016-02-04 13:40:00,2016-02-04 16.00.00,sunny,7254,2004-08,Tunisia,Austria,22.0
TU 0719 ,ORY,TUN,TU 320IMU,2016-02-04 14:55:00,2016-02-04 17.20.00,sunny,6117,2011-03,France,Tunisia,20.0
TU 0339 ,ALG,TUN,TU 320IMV,2016-02-04 17:00:00,2016-02-04 18.10.00,foggy,4301,2004-08,Algeria,Tunisia,20.0
TU 0745 ,FRA,TUN,TU 32AIMC,2016-02-05 10:30:00,2016-02-05 12.55.00,rainy,6973,2003-02,Germany,Tunisia,25.0
TU 0717 ,ORY,TUN,TU 320IMS,2016-02-05 10:55:00,2016-02-05 13.15.00,windy,8987,2003-02,France,Tunisia,12.0
TU 0472 ,TUN,VCE,TU 32AIMD,2016-02-05 13:00:00,2016-02-05 14.40.00,stormy,4390,2004-08,Tunisia,Italy,19.0
TU 0719 ,ORY,TUN,TU 320IMW,2016-02-05 13:25:00,2016-02-05 15.50.00,foggy,4086,2004-08,France,Tunisia,18.0
TU 0543 ,MUC,TUN,TU 736IOR,2016-02-05 15:55:00,2016-02-05 18.05.00,windy,5040,2010-01,Germany,Tunisia,9.0
TU 0441 ,ORY,MIR,TU 736IOQ,2016-02-05 16:55:00,2016-02-05 19.25.00,cloudy,5882,2010-01,France,Tunisia,23.0
TU 0725 ,ORY,TUN,TU 32AIMN,2016-02-06 08:00:00,2016-02-06 10.25.00,foggy,7003,2007-05,France,Tunisia,5.0
TU 0931 ,MRS,TUN,TU 320IMW,2016-02-06 10:20:00,2016-02-06 11.55.00,rainy,4086,2004-08,France,Tunisia,10.0
TU 0539 ,DUS,DJE,TU 736IOQ,2016-02-06 10:20:00,2016-02-06 13.25.00,stormy,5882,2010-01,Germany,Tunisia,7.0
TU 0745 ,FRA,TUN,TU 31BIMO,2016-02-06 10:30:00,2016-02-06 12.55.00,sunny,9065,2004-08,Germany,Tunisia,30.0
TU 0789 ,BRU,TUN,TU 32AIMC,2016-02-06 11:35:00,2016-02-06 14.15.00,stormy,6973,2003-02,Belgium,Tunisia,8.0
TU 0850 ,TUN,LYS,TU 32AIMN,2016-02-06 12:15:00,2016-02-06 14.05.00,windy,7003,2007-05,Tunisia,France,14.0
TU 0282 ,TUN,TLS,TU 736IOP,2016-02-06 13:40:00,2016-02-06 15.35.00,foggy,7254,2004-08,Tunisia,France,19.0
TU 0813 ,TUN,CAI,TU 31BIMO,2016-02-06 14:00:00,2016-02-06 17.05.00,stormy,9065,2004-08,Tunisia,Egypt,31.0
TU 0722 ,TUN,ORY,TU 320IMW,2016-02-06 14:30:00,2016-02-06 17.00.00,rainy,4086,2004-08,Tunisia,France,6.0
TU 0721 ,ORY,TUN,TU 32AIMI,2016-02-06 15:40:00,2016-02-06 18.05.00,sunny,4533,2009-04,France,Tunisia,11.0
TU 0903 ,MRS,TUN,TU 736IOR,2016-02-06 15:50:00,2016-02-06 17.25.00,rainy,5040,2010-01,France,Tunisia,5.0
TU 0791 ,LHR,TUN,TU 320IMR,2016-02-06 16:50:00,2016-02-06 19.50.00,rainy,5351,2003-02,United Kingdom,Tunisia,3.0
TU 0713 ,TUN,JED,TU 332IFM,2016-02-06 19:20:00,2016-02-06 23.15.00,rainy,4076,2000-05,Tunisia,Saudi Arabia,9.0
TU 0208 ,TUN,NTE,TU 736IOR,2016-02-07 07:15:00,2016-02-07 09.40.00,cloudy,5040,2010-01,Tunisia,France,5.0
TU 0847 ,TUN,BEY,TU 32AIMF,2016-02-07 07:30:00,2016-02-07 10.40.00,sunny,4501,2003-02,Tunisia,Lebanon,25.0
TU 0848 ,BEY,TUN,TU 32AIMF,2016-02-07 11:35:00,2016-02-07 15.05.00,foggy,4501,2003-02,Lebanon,Tunisia,14.0
TU 0720 ,TUN,ORY,TU 332IFN,2016-02-07 12:20:00,2016-02-07 14.40.00,windy,6374,2009-04,Tunisia,France,22.0
TU 0719 ,ORY,TUN,TU 320IMV,2016-02-07 13:25:00,2016-02-07 15.50.00,rainy,4301,2004-08,France,Tunisia,14.0
TU 0282 ,TUN,TLS,TU 736IOR,2016-02-07 13:40:00,2016-02-07 15.35.00,cloudy,5040,2010-01,Tunisia,France,31.0
TU 0695 ,MRS,DJE,TU 32AIMP,2016-02-07 16:45:00,2016-02-07 18.45.00,cloudy,7307,2007-05,France,Tunisia,10.0
TU 0339 ,ALG,TUN,TU 320IMS,2016-02-07 17:00:00,2016-02-07 18.10.00,foggy,8987,2003-02,Algeria,Tunisia,25.0
TU 0431 ,LYS,DJE,TU 736IOK,2016-02-07 17:15:00,2016-02-07 19.35.00,stormy,6099,2003-02,France,Tunisia,15.0
TU 0395 ,TUN,BKO,TU 31BIMO,2016-02-07 19:40:00,2016-02-08 00.25.00,cloudy,9065,2004-08,Tunisia,Mali,7.0
TU 0397 ,ABJ,OUA,TU 320IMU,2016-02-08 00:40:00,2016-02-08 02.05.00,cloudy,6117,2011-03,Cote d'Ivoire,Burkina Faso,15.0
TU 0396 ,BKO,TUN,TU 31BIMO,2016-02-08 01:15:00,2016-02-08 05.50.00,windy,9065,2004-08,Mali,Tunisia,27.0
TU 0462 ,MIR,LYS,TU 31AIMK,2016-02-08 07:00:00,2016-02-08 09.05.00,cloudy,8748,2011-03,Tunisia,France,15.0
TU 0542 ,TUN,MUC,TU 736IOR,2016-02-08 07:45:00,2016-02-08 10.00.00,rainy,5040,2010-01,Tunisia,Germany,24.0
TU 0789 ,BRU,TUN,TU 31BIMO,2016-02-08 11:35:00,2016-02-08 14.10.00,cloudy,9065,2004-08,Belgium,Tunisia,20.0
TU 0723 ,ORY,TUN,TU 320IMT,2016-02-08 18:30:00,2016-02-08 20.55.00,stormy,8941,2010-01,France,Tunisia,22.0
TU 0217 ,IST,TUN,TU 31BIMO,2016-02-08 20:10:00,2016-02-08 23.00.00,sunny,9065,2004-08,Turkey,Tunisia,3.0
TU 0725 ,ORY,TUN,TU 32AIMI,2016-02-09 08:00:00,2016-02-09 10.25.00,foggy,4533,2009-04,France,Tunisia,6.0
TU 0700 ,TUN,ZRH,TU 32AIMD,2016-02-09 10:00:00,2016-02-09 12.05.00,cloudy,4390,2004-08,Tunisia,Switzerland,29.0
TU 0227 ,BEG,TUN,TU 736IOP,2016-02-09 10:55:00,2016-02-09 12.55.00,cloudy,7254,2004-08,Serbia and Montenegro,Tunisia,20.0
TU 0751 ,LYS,TUN,TU 320IMW,2016-02-10 10:50:00,2016-02-10 12.45.00,sunny,4086,2004-08,France,Tunisia,49.0
TU 0719 ,ORY,TUN,TU 32AIMF,2016-02-10 14:55:00,2016-02-10 17.20.00,sunny,4501,2003-02,France,Tunisia,5.0
TU 0723 ,ORY,TUN,TU 320IMW,2016-02-10 18:30:00,2016-02-10 20.55.00,stormy,4086,2004-08,France,Tunisia,10.0
TU 0217 ,IST,TUN,TU 32AIMD,2016-02-10 20:10:00,2016-02-10 23.00.00,sunny,4390,2004-08,Turkey,Tunisia,10.0
TU 0813 ,TUN,CAI,TU 31BIMO,2016-02-11 07:05:00,2016-02-11 10.10.00,windy,9065,2004-08,Tunisia,Egypt,15.0
TU 0709 ,ORN,TUN,TU 736IOQ,2016-02-11 10:15:00,2016-02-11 12.00.00,rainy,5882,2010-01,Algeria,Tunisia,13.0
TU 0745 ,FRA,TUN,TU 32AIML,2016-02-11 10:30:00,2016-02-11 12.55.00,sunny,6767,2010-01,Germany,Tunisia,9.0
TU 0375 ,ALG,TUN,TU 320IMW,2016-02-11 10:45:00,2016-02-11 11.55.00,cloudy,4086,2004-08,Algeria,Tunisia,5.0
TU 0717 ,ORY,TUN,TU 32AIMH,2016-02-11 10:55:00,2016-02-11 13.20.00,rainy,7437,2011-03,France,Tunisia,16.0
TU 0251 ,NCE,MIR,TU 31AIMK,2016-02-11 15:45:00,2016-02-11 17.25.00,windy,8748,2011-03,France,Tunisia,35.0
TU 0563 ,TUN,NKC,TU 31BIMO,2016-02-11 18:30:00,2016-02-11 23.25.00,stormy,9065,2004-08,Tunisia,Mauritania,15.0
TU 0723 ,ORY,TUN,TU 32AIML,2016-02-11 18:30:00,2016-02-11 20.55.00,rainy,6767,2010-01,France,Tunisia,11.0
TU 0714 ,JED,TUN,TU 320IMR,2016-02-12 00:55:00,2016-02-12 05.30.00,cloudy,5351,2003-02,Saudi Arabia,Tunisia,20.0
TU 0745 ,FRA,TUN,TU 320IMS,2016-02-12 10:30:00,2016-02-12 12.55.00,cloudy,8987,2003-02,Germany,Tunisia,32.0
TU 0789 ,BRU,TUN,TU 320IMV,2016-02-12 11:35:00,2016-02-12 14.15.00,rainy,4301,2004-08,Belgium,Tunisia,8.0
TU 0700 ,TUN,GVA,TU 31BIMO,2016-02-12 12:40:00,2016-02-12 14.35.00,windy,9065,2004-08,Tunisia,Switzerland,32.0
TU 0902 ,TUN,MRS,TU 736IOQ,2016-02-12 14:05:00,2016-02-12 15.45.00,rainy,5882,2010-01,Tunisia,France,7.0
TU 0515 ,BCN,TUN,TU 32AIMH,2016-02-12 16:40:00,2016-02-12 18.15.00,cloudy,7437,2011-03,Spain,Tunisia,40.0
TU 0441 ,ORY,MIR,TU 31AIMK,2016-02-12 17:15:00,2016-02-12 19.45.00,stormy,8748,2011-03,France,Tunisia,45.0
TU 0635 ,ORY,DJE,TU 736IOR,2016-02-12 17:15:00,2016-02-12 20.00.00,rainy,5040,2010-01,France,Tunisia,14.0
TU 0711 ,TUN,CMN,TU 320IMR,2016-02-13 06:55:00,2016-02-13 09.40.00,stormy,5351,2003-02,Tunisia,Morocco,29.0
TU 0680 ,MIR,MRS,TU 31AIMK,2016-02-13 07:00:00,2016-02-13 08.45.00,sunny,8748,2011-03,Tunisia,France,5.0
TU 0602 ,TUN,ZRH,TU 32AIMC,2016-02-13 07:30:00,2016-02-13 09.35.00,windy,6973,2003-02,Tunisia,Switzerland,5.0
TU 0750 ,TUN,LYS,TU 320IMT,2016-02-13 08:00:00,2016-02-13 09.50.00,rainy,8941,2010-01,Tunisia,France,8.0
TU 0727 ,BRU,MIR,TU 32AIMP,2016-02-13 09:05:00,2016-02-13 11.50.00,sunny,7307,2007-05,Belgium,Tunisia,15.0
TU 0931 ,MRS,TUN,TU 32AIML,2016-02-13 10:20:00,2016-02-13 11.55.00,sunny,6767,2010-01,France,Tunisia,25.0
TU 0282 ,TUN,TLS,TU 320IMV,2016-02-13 13:40:00,2016-02-13 15.35.00,stormy,4301,2004-08,Tunisia,France,22.0
TU 0813 ,TUN,CAI,TU 31BIMQ,2016-02-13 14:00:00,2016-02-13 17.05.00,sunny,7582,2003-02,Tunisia,Egypt,20.0
TU 0874 ,TUN,GVA,TU 31AIMJ,2016-02-13 14:50:00,2016-02-13 16.45.00,cloudy,3329,2004-08,Tunisia,Switzerland,29.0
TU 0757 ,MXP,TUN,TU 320IMS,2016-02-13 15:05:00,2016-02-13 17.00.00,rainy,8987,2003-02,Italy,Tunisia,10.0
TU 0903 ,MRS,TUN,TU 736IOP,2016-02-13 15:50:00,2016-02-13 17.25.00,cloudy,7254,2004-08,France,Tunisia,24.0
TU 0283 ,TLS,TUN,TU 320IMV,2016-02-13 16:25:00,2016-02-13 18.15.00,stormy,4301,2004-08,France,Tunisia,19.0
TU 0635 ,ORY,DJE,TU 32AIMP,2016-02-13 17:40:00,2016-02-13 20.25.00,stormy,7307,2007-05,France,Tunisia,20.0
TU 0814 ,CAI,TUN,TU 31BIMQ,2016-02-13 17:55:00,2016-02-13 21.15.00,rainy,7582,2003-02,Egypt,Tunisia,21.0
TU 0683 ,NCE,TUN,TU 32AIMF,2016-02-14 12:15:00,2016-02-14 13.50.00,rainy,4501,2003-02,France,Tunisia,10.0
TU 0472 ,TUN,VCE,TU 736IOK,2016-02-14 13:00:00,2016-02-14 14.40.00,cloudy,6099,2003-02,Tunisia,Italy,6.0
TU 0722 ,TUN,ORY,TU 320IMV,2016-02-14 15:10:00,2016-02-14 17.30.00,windy,4301,2004-08,Tunisia,France,32.0
TU 0999 ,NCE,TUN,TU 320IMR,2016-02-14 15:30:00,2016-02-14 17.05.00,stormy,5351,2003-02,France,Tunisia,32.0
TU 0791 ,LHR,TUN,TU 32AIMI,2016-02-14 16:50:00,2016-02-14 19.50.00,cloudy,4533,2009-04,United Kingdom,Tunisia,19.0
TU 0635 ,ORY,DJE,TU 32AIMH,2016-02-14 17:15:00,2016-02-14 20.00.00,sunny,7437,2011-03,France,Tunisia,19.0
TU 0563 ,TUN,NKC,TU 31BIMQ,2016-02-14 18:30:00,2016-02-14 23.25.00,foggy,7582,2003-02,Tunisia,Mauritania,20.0
TU 0930 ,TUN,MRS,TU 736IOK,2016-02-15 07:55:00,2016-02-15 09.30.00,cloudy,6099,2003-02,Tunisia,France,25.0
TU 0527 ,DUS,TUN,TU 736IOR,2016-02-15 11:55:00,2016-02-15 14.35.00,sunny,5040,2010-01,Germany,Tunisia,12.0
TU 0430 ,DJE,LYS,TU 32AIML,2016-02-15 14:15:00,2016-02-15 16.25.00,rainy,6767,2010-01,Tunisia,France,10.0
TU 0903 ,MRS,TUN,TU 736IOK,2016-02-15 15:50:00,2016-02-15 17.25.00,rainy,6099,2003-02,France,Tunisia,21.0
TU 0319 ,LIS,TUN,TU 736IOP,2016-02-15 17:20:00,2016-02-15 20.05.00,stormy,7254,2004-08,Portugal,Tunisia,2.0
TU 0607 ,MAD,TUN,TU 31BIMQ,2016-02-15 17:25:00,2016-02-15 19.35.00,windy,7582,2003-02,Spain,Tunisia,30.0
TU 0217 ,IST,TUN,TU 320IMT,2016-02-15 20:10:00,2016-02-15 23.00.00,stormy,8941,2010-01,Turkey,Tunisia,20.0
TU 0745 ,FRA,TUN,TU 32AIMP,2016-02-16 10:30:00,2016-02-16 12.55.00,windy,7307,2007-05,Germany,Tunisia,7.0
TU 0850 ,TUN,LYS,TU 320IMW,2016-02-16 12:15:00,2016-02-16 14.05.00,windy,4086,2004-08,Tunisia,France,25.0
TU 0790 ,TUN,LHR,TU 32AIMI,2016-02-16 12:45:00,2016-02-16 15.50.00,stormy,4533,2009-04,Tunisia,United Kingdom,11.0
TU 0791 ,LHR,TUN,TU 32AIMI,2016-02-16 16:50:00,2016-02-16 19.50.00,cloudy,4533,2009-04,United Kingdom,Tunisia,20.0
TU 0339 ,ALG,TUN,TU 320IMR,2016-02-16 17:00:00,2016-02-16 18.10.00,rainy,5351,2003-02,Algeria,Tunisia,15.0
TU 0607 ,MAD,TUN,TU 320IMR,2016-02-17 10:10:00,2016-02-17 12.20.00,rainy,5351,2003-02,Spain,Tunisia,7.0
TU 0751 ,LYS,TUN,TU 32AIML,2016-02-17 10:50:00,2016-02-17 12.45.00,cloudy,6767,2010-01,France,Tunisia,5.0
TU 0716 ,TUN,ORY,TU 320IMR,2016-02-18 07:35:00,2016-02-18 09.55.00,foggy,5351,2003-02,Tunisia,France,16.0
TU 0930 ,TUN,MRS,TU 332IFM,2016-02-18 07:55:00,2016-02-18 09.30.00,windy,4076,2000-05,Tunisia,France,37.0
TU 0282 ,TUN,TLS,TU 32AIMH,2016-02-18 13:40:00,2016-02-18 15.35.00,sunny,7437,2011-03,Tunisia,France,7.0
TU 0642 ,TUN,VIE,TU 736IOP,2016-02-18 13:40:00,2016-02-18 16.00.00,windy,7254,2004-08,Tunisia,Austria,9.0
TU 0251 ,NCE,MIR,TU 31AIMK,2016-02-18 15:45:00,2016-02-18 17.25.00,windy,8748,2011-03,France,Tunisia,43.0
TU 0643 ,VIE,TUN,TU 736IOP,2016-02-18 16:45:00,2016-02-18 18.55.00,cloudy,7254,2004-08,Austria,Tunisia,10.0
TU 0397 ,OUA,ABJ,TU 320IMT,2016-02-18 23:40:00,2016-02-19 01.05.00,rainy,8941,2010-01,Burkina Faso,Cote d'Ivoire,10.0
TU 0711 ,TUN,CMN,TU 32AIMD,2016-02-19 06:55:00,2016-02-19 09.40.00,foggy,4390,2004-08,Tunisia,Morocco,15.0
TU 0712 ,CMN,TUN,TU 32AIMD,2016-02-19 10:30:00,2016-02-19 12.55.00,foggy,4390,2004-08,Morocco,Tunisia,18.0
TU 0472 ,TUN,VCE,TU 31BIMO,2016-02-19 13:00:00,2016-02-19 14.40.00,stormy,9065,2004-08,Tunisia,Italy,11.0
TU 0848 ,BEY,TUN,TU 320IMT,2016-02-19 13:35:00,2016-02-19 17.10.00,sunny,8941,2010-01,Lebanon,Tunisia,21.0
TU 0722 ,TUN,ORY,TU 332IFN,2016-02-19 14:30:00,2016-02-19 17.00.00,rainy,6374,2009-04,Tunisia,France,20.0
